com_id,year,cand_id,name,party,state,district,0,1,2,3,median,mean,individual,pac
N00029562,2016,H8NM03196,Ben R Lujan ,D,NM,NM03,1865499.0,365400.0,0.0,0.0,500.0,602.8254211332313,787290.0,1393642.0
N00029574,2016,H8OH15076,Steve Stivers ,R,OH,OH15,2441658.0,365000.0,0.0,0.0,500.0,1084.0253699788584,1025488.0,1752320.0
N00029613,2016,S8KS00227,Greg Orman ,I,KS,KSS1,680.0,8100.0,0.0,37500.0,18500.0,17656.0,88280.0,0.0
N00029617,2016,S8NC00239,Kay R Hagan ,D,NC,NCS1,6037.0,0.0,0.0,0.0,-10.0,-55.53846153846154,-722.0,2537.0
N00029632,2016,H8MS03067,Gregg Harper ,R,MS,MS03,834265.0,115000.0,0.0,0.0,1000.0,929.0723981900453,410650.0,531615.0
N00029649,2016,H8CA12171,Jackie Speier ,D,CA,CA14,746885.0,125000.0,0.0,0.0,500.0,906.1806569343066,496587.0,371048.0
N00029652,2016,H8CA41139,Rita Ramirez ,D,CA,CA08,9059.0,0.0,12367.0,0.0,500.0,506.8,2534.0,18892.0
N00029662,2016,H8FL15107,Bill Posey ,R,FL,FL08,802867.0,35000.0,0.0,0.0,500.0,805.072265625,412197.0,408320.0
N00029675,2016,H8KY02031,Brett Guthrie ,R,KY,KY02,1513212.0,190000.0,0.0,0.0,500.0,713.5299684542588,226189.0,1465996.0
N00029679,2016,S6LA00318,John Fleming ,R,LA,LAS2,2845856.0,105135.0,22762.0,68617.0,500.0,928.1874341874342,2644406.0,2930413.0
N00029692,2016,S4MS00138,Travis Childers ,D,MS,MSS1,7395.0,0.0,0.0,0.0,1758.5,29680.625,237445.0,0.0
N00029706,2016,H8NM01299,Robert L Pidcock ,D,NM,NM01,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0
N00029721,2016,H8OH07099,Sharen Neuhardt ,D,OH,OH10,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
N00029736,2016,H8PA05071,Glenn Thompson ,R,PA,PA05,1073736.0,50000.0,0.0,0.0,300.0,686.2257053291536,656718.0,457600.0
N00029788,2016,H8WY00148,Cynthia Lummis ,R,WY,WY01,77750.0,10000.0,0.0,0.0,500.0,884.7826086956521,20350.0,55500.0
N00029835,2016,S2NM00088,Martin Heinrich ,D,NM,NMS1,1595133.0,97400.0,0.0,0.0,250.0,459.3314807463279,1157056.0,522350.0
N00029848,2016,H8FL00034,Annette Taddeo ,D,FL,FL26,1758447.0,220265.0,11726.0,33828.0,100.0,336.0344827586207,1705375.0,259099.0
N00029891,2016,H8VA11062,Gerry Connolly ,D,VA,VA11,1662851.0,200000.0,0.0,0.0,25.0,175.20748560460652,912831.0,914626.0
N00029901,2016,S8AK00090,Mark Bewitch ,D,AK,AKS1,366.0,0.0,0.0,0.0,-10.0,-226.77777777777774,-2041.0,366.0
N00029908,2016,H8FL25015,Joe Garcia ,D,FL,FL26,1293208.0,180351.0,53463.0,52333.0,500.0,912.0488410596026,1101755.0,4831450.0
N00029941,2016,S2CA00740,Greg Conlon ,R,CA,CAS1,35250.0,0.0,0.0,0.0,1000.0,951.3888888888887,34250.0,1000.0
N00030005,2016,H8IN07259,Catherine Ping ,R,IN,IN07,2800.0,0.0,0.0,0.0,225.0,350.0,2800.0,0.0
N00030010,2016,S0LA00162,Anthony John Gentile ,L,LA,LAS2,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0
N00030026,2016,H8MO09153,Blaine Luetkemeyer ,R,MO,MO03,1572450.0,356300.0,0.0,0.0,500.0,783.6222222222223,528945.0,1308605.0
N00030071,2016,H8OR05107,Kurt Schrader ,D,OR,OR05,1781227.0,251600.0,10270.0,0.0,500.0,730.0952380952382,659276.0,1768316.0
N00030087,2016,H8TN07043,Thomas F Leatherwood ,R,TN,TN08,43872.0,0.0,0.0,0.0,500.0,877.44,43872.0,0.0
N00030103,2016,H8WA03156,Michael Delavar ,R,WA,WA03,0.0,0.0,0.0,0.0,-1500.0,-1500.0,-1500.0,0.0
N00030179,2016,H8GA09041,Jeff Scott ,D,GA,GA09,7000.0,5000.0,0.0,0.0,0.0,0.0,0.0,12000.0
N00030184,2016,H8LA02054,Cedric Richmond ,D,LA,LA02,1320014.0,155000.0,0.0,0.0,1000.0,1124.4525547445255,462150.0,985464.0
N00030191,2016,H8NV03036,Dina Titus ,D,NV,NV01,751294.0,155000.0,0.0,0.0,500.0,744.9761904761905,406757.0,485077.0
N00030196,2016,H8NY21203,Paul Tonko ,D,NY,NY20,942850.0,100000.0,0.0,0.0,75.0,195.4170616113744,329864.0,702227.0
N00030197,2016,H8NY24066,Richard Hanna ,R,NY,NY22,289850.0,50000.0,0.0,0.0,500.0,899.0384615384614,46750.0,243500.0
N00030207,2016,H8WA05110,Kurt Erickson ,R,WA,WA05,650.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0
N00030211,2016,H8WI02121,Peter Theron ,R,WI,WI02,12511.0,0.0,0.0,0.0,200.0,290.95348837209303,12511.0,0.0
N00030245,2016,S4LA00107,Bill Cassidy ,R,LA,LAS1,911605.0,135000.0,0.0,0.0,250.0,781.6247113163972,676887.0,309365.0
N00030339,2016,S6LA00326,Joseph Cao ,R,LA,LAS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0
N00030418,2016,H8MP00041,Gregorio Sablan ,I,MP,MP00,40850.0,0.0,0.0,0.0,500.0,840.625,40350.0,500.0
N00030490,2016,H8OH11141,Marcia L Fudge ,D,OH,OH11,606530.0,130000.0,0.0,0.0,500.0,678.1826923076923,70531.0,630680.0
N00030521,2016,H8WI03087,Kevin Barrett ,L,WI,WI03,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0
N00030542,2016,H4VA10113,Rob Wasinger ,R,VA,VA10,0.0,0.0,12000.0,0.0,12000.0,12000.0,12000.0,0.0
N00030581,2016,H0IL05096,Mike Quigley ,D,IL,IL05,886251.0,85000.0,0.0,0.0,500.0,813.8480000000001,406924.0,551461.0
N00030600,2016,H0CA32101,Judy Chu ,D,CA,CA27,1089964.0,115000.0,0.0,0.0,500.0,916.7181603773583,777377.0,405287.0
N00030602,2016,H2TX33040,Roger Williams ,R,TX,TX25,1569864.0,120800.0,0.0,0.0,1000.0,1141.1751592356688,1074987.0,591427.0
N00030608,2016,S0CO00211,Michael F Bennet ,D,CO,COS1,17193561.0,3248675.0,206590.0,53037.0,100.0,445.0453124142849,16225462.0,4940428.0
N00030612,2016,S0FL00338,Marco Rubio ,R,FL,FLS2,47376464.0,10483441.0,1714194.0,474121.0,100.0,358.57445069985215,43883417.0,63260288.0
N00030619,2016,S0PA00384,Peg Luksik ,R,PA,PAS1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
N00030622,2016,H0AL07086,Terri A Sewell ,D,AL,AL07,1455006.0,150400.0,0.0,0.0,500.0,724.7105263157895,330468.0,1239038.0
N00030623,2016,H0CA15171,S Joseph Simitian ,D,CA,CA15,2150.0,0.0,0.0,0.0,700.0,375.0,1500.0,0.0
N00030642,2016,H0FL02086,Al Lawson ,D,FL,FL05,242558.0,60000.0,0.0,0.0,250.0,516.2514619883042,176558.0,124000.0
N00030645,2016,H0FL12101,Dennis Ross ,R,FL,FL15,1084967.0,120000.0,0.0,0.0,500.0,695.1458885941644,262070.0,932397.0
N00030650,2016,H0FL17068,Frederica Wilson ,D,FL,FL24,394041.0,125200.0,0.0,0.0,500.0,1015.5339805825242,104600.0,389141.0
N00030667,2016,H0IL11052,Adam Kinzinger ,R,IL,IL16,1471681.0,320000.0,0.0,0.0,500.0,731.2627013630731,590129.0,1163052.0
N00030668,2016,H0IL17059,Bobby Schilling ,R,IL,IL17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1361.0
N00030670,2016,S6IN00191,Todd Young ,R,IN,INS2,6596135.0,2566358.0,544686.0,135056.0,750.0,1057.7540010789426,5882170.0,13048673.0
N00030673,2016,H0MI02094,Bill Huizenga ,R,MI,MI02,1130974.0,130000.0,0.0,0.0,500.0,922.2389006342496,436219.0,804755.0
N00030676,2016,H0MO07113,Billy Long ,R,MO,MO07,1257341.0,155000.0,0.0,0.0,1000.0,1161.7259259259258,470499.0,921942.0
N00030682,2016,H0NY20079,Scott Murphy ,D,NY,NY20,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
N00030693,2016,H0WA08046,Suzan DelBene ,D,WA,WA01,1934618.0,145400.0,0.0,0.0,50.0,200.36777003484318,1150111.0,891915.0
N00030709,2016,H0CA10073,Mark Desaulnier ,D,CA,CA11,621565.0,100000.0,0.0,0.0,250.0,430.3674568965517,399381.0,302484.0
N00030717,2016,H0CA03078,Ami Bera ,D,CA,CA07,4149169.0,376512.0,42841.0,38042.0,50.0,225.7772806551907,2977325.0,4485126.0
N00030734,2016,H0CT02140,Daria Novak ,R,CT,CT02,26900.0,5000.0,0.0,0.0,300.0,643.390243902439,26379.0,5521.0
N00030736,2016,H0DE01017,John Carney ,D,DE,DE01,278209.0,25000.0,0.0,0.0,300.0,464.1089108910891,46875.0,217434.0
N00030743,2016,H0KS01123,Tracey Robert Mann ,R,KS,KS01,700.0,0.0,0.0,0.0,75.0,77.77777777777777,700.0,0.0
N00030744,2016,H0KS04051,Mike Pompeo ,R,KS,KS04,1285132.0,170000.0,0.0,0.0,1000.0,1284.3956310679612,529171.0,902211.0
N00030752,2016,H0SC03077,Jeff Duncan ,R,SC,SC03,471764.0,70000.0,0.0,0.0,264.0,631.8170347003155,200286.0,332378.0
N00030759,2016,S0CO00229,Ryan Frazier ,R,CO,COS1,199143.0,101290.0,42800.0,0.0,300.0,816.31875,261222.0,11.0
N00030768,2016,H0AL02087,Martha Roby ,R,AL,AL02,1177422.0,180842.0,0.0,0.0,500.0,845.0765306122448,496905.0,2603676.0
N00030770,2016,H0AR01083,Rick Crawford ,R,AR,AR01,577691.0,55000.0,0.0,0.0,500.0,680.2371428571429,238083.0,388608.0
N00030771,2016,H0AZ01259,Paul Gosar ,R,AZ,AZ04,644335.0,151955.0,0.0,121293.0,250.0,530.2191780821919,387060.0,679862.0
N00030776,2016,H6CA30185,Mark Reed ,R,CA,CA30,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
N00030780,2016,S4CO00395,Cory Gardner ,R,CO,COS2,566063.0,71084.0,0.0,15000.0,750.0,1069.4388185654007,253457.0,459032.0
N00030788,2016,H0GA09030,Tom Graves ,R,GA,GA14,1268180.0,85000.0,0.0,0.0,1000.0,1207.4484304932735,538522.0,788334.0
N00030801,2016,H0NH01217,Frank Guinta ,R,NH,NH01,1245350.0,246200.0,37425.0,0.0,500.0,989.1530303030304,652841.0,1555909.0
N00030808,2016,H0PA03198,Brian Lasher ,R,PA,PA03,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0
N00030815,2016,H0TN03254,Chuck Fleischmann ,R,TN,TN03,1559399.0,65000.0,0.0,0.0,1000.0,1208.685857321652,965740.0,644059.0
N00030827,2016,S0AR00036,Curtis Coleman ,R,AR,ARS2,47680.0,11464.0,0.0,17971.0,500.0,1127.5,74415.0,0.0
N00030829,2016,S0CO00237,Kenneth R Buck ,R,CO,CO04,675609.0,50200.0,0.0,0.0,250.0,634.3513513513514,399007.0,306185.0
N00030836,2016,S0KY00156,Rand Paul ,R,KY,KYS2,9696969.0,818279.0,34147.0,17188.0,50.0,235.8661302121434,9028012.0,8462389.0
N00030846,2016,H0PA12090,Timothy R Burns ,R,PA,PA12,500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
N00030856,2016,H0CA10149,John Garamendi ,D,CA,CA03,996582.0,140000.0,0.0,0.0,500.0,629.6298342541437,455852.0,644128.0
N00030861,2016,H0FL06061,Michael F Yost ,R,FL,FL03,500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
N00030875,2016,H0NH02181,Ann Mclane Kuster ,D,NH,NH02,3407875.0,284400.0,0.0,0.0,50.0,237.79802860456127,2460734.0,1164400.0
N00030880,2016,H0SC04257,Trey Gowdy ,R,SC,SC04,915483.0,91600.0,10000.0,0.0,250.0,399.8716707021792,660588.0,334345.0
N00030891,2016,S0IN00095,Marlin Stutzman ,R,IN,INS2,2602562.0,697555.0,97980.0,0.0,250.0,667.1631344116007,2392447.0,950067.0
N00030910,2016,H0AL05163,Mo Brooks ,R,AL,AL05,417500.0,40000.0,0.0,0.0,1000.0,1131.4222222222222,203656.0,252844.0
N00030926,2016,H0FL24049,Sandy Adams ,R,FL,FL07,78946.0,10000.0,0.0,0.0,500.0,675.925925925926,54750.0,32596.0
N00030933,2016,H0KS04077,Raj Goyle ,D,KS,KS04,750.0,0.0,0.0,0.0,125.0,125.0,750.0,0.0
N00030949,2016,H0NY29054,Tom Reed ,R,NY,NY23,2499510.0,516787.0,115467.0,35835.0,500.0,744.2404040404041,1105197.0,2204499.0
N00030957,2016,H0TN04195,Scott Desjarlais ,R,TN,TN04,535454.0,45000.0,0.0,0.0,800.0,1058.2749326145552,392620.0,186834.0
N00030962,2016,H0VA02084,Scott Rigell ,R,VA,VA02,628831.0,35400.0,0.0,0.0,1000.0,1008.7592592592592,381311.0,167450.0
N00030967,2016,H0WI07051,Sean P Duffy ,R,WI,WI07,1915065.0,302000.0,42209.0,0.0,250.0,622.1698739216988,937610.0,1305589.0
N00030968,2016,H0WI08075,Reid Ribble ,R,WI,WI08,496049.0,100800.0,0.0,0.0,500.0,685.1415094339623,145250.0,347449.0
N00030980,2016,S0NH00235,Kelly Ayotte ,R,NH,NHS1,14797129.0,1548168.0,326435.0,343207.0,150.0,579.3286629110694,12032077.0,47329341.0
N00031005,2016,H0MO04086,Vicky Hartzler ,R,MO,MO04,786779.0,70000.0,0.0,0.0,675.0,1042.3037037037036,422133.0,418146.0
N00031006,2016,H0MS01043,Alan Nunnelee ,R,MS,MS01,18200.0,0.0,0.0,0.0,2500.0,1577.7777777777776,14200.0,-5750.0
N00031007,2016,H0NC04147,Frank Roche ,R,NC,NC02,14404.0,0.0,0.0,0.0,250.0,516.16,12904.0,1000.0
N00031009,2016,H0NY04057,Frank Scaturro ,R,NY,NY04,7210.0,0.0,0.0,0.0,250.0,363.33333333333326,4360.0,0.0
N00031011,2016,H0NY23081,Bill Owens ,D,NY,NY21,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1500.0
N00031064,2016,H0PA06076,Ryan Costello ,R,PA,PA06,2138882.0,271271.0,25000.0,38290.0,500.0,825.0674157303371,954603.0,1573540.0
N00031084,2016,H0CA11337,Tony Amador ,R,CA,CA09,60152.0,0.0,0.0,0.0,500.0,859.1857142857143,60143.0,9.0
N00031103,2016,H0IL10302,Bob Dold ,R,IL,IL10,4758356.0,831267.0,94944.0,114081.0,500.0,1007.3097665241696,3063229.0,5244639.0
N00031104,2016,H0IL14080,Randy Hultgren ,R,IL,IL14,1009555.0,130000.0,0.0,0.0,500.0,735.6986301369863,268530.0,860525.0
N00031118,2016,S4NC00261,Tim D'Annunzio ,R,NC,NC08,6465.0,0.0,0.0,0.0,1600.0,17274.75,138198.0,0.0
N00031127,2016,H0OH16097,Jim Renacci ,R,OH,OH16,1828539.0,240400.0,0.0,0.0,500.0,909.2134831460677,647360.0,1389729.0
N00031128,2016,H0OH18077,Bob Gibbs ,R,OH,OH07,795393.0,96600.0,0.0,0.0,1000.0,1043.5185185185185,253575.0,609159.0
N00031129,2016,S4OK00232,James Lankford ,R,OK,OKS1,2495717.0,723000.0,54000.0,0.0,475.0,752.5978448275862,1746027.0,1214484.0
N00031133,2016,H0PA06084,Manan Trivedi ,D,PA,PA06,2676.0,0.0,0.0,0.0,825.0,825.0,1650.0,1026.0
N00031134,2016,H0PA07082,Patrick Meehan ,R,PA,PA07,2139129.0,225000.0,0.0,0.0,500.0,954.5196195005947,802751.0,1838519.0
N00031138,2016,H0PA18055,Daniel C Connolly ,D,PA,PA18,2000.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
N00031141,2016,H0TN08246,Steve Fincher ,R,TN,TN08,432860.0,85000.0,10000.0,0.0,500.0,829.6875,26550.0,458110.0
N00031142,2016,H0TX06065,David Cozad ,D,TX,TX06,410.0,0.0,0.0,0.0,16.0,14.137931034482758,410.0,0.0
N00031163,2016,S0CO00286,Andrew Romanoff ,D,CO,CO06,250.0,0.0,0.0,0.0,124.5,124.5,249.0,0.0
N00031167,2016,S0IA00119,Tom Fiegen ,D,IA,IAS1,35018.0,0.0,0.0,0.0,250.0,492.54929577464793,34971.0,0.0
N00031176,2016,H2NV04045,Danny Tarkanian ,R,NV,NV03,1589825.0,442512.0,159477.0,100345.0,500.0,924.5279542566707,1455207.0,6238943.0
N00031177,2016,H2NV02395,Mark Amodei ,R,NV,NV02,767510.0,65000.0,0.0,0.0,500.0,740.8067542213884,394850.0,388403.0
N00031185,2016,H0TX02072,David Wayne Smith ,L,TX,TX02,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0
N00031203,2016,H0CT05150,Mark Greenberg ,R,CT,CT05,10500.0,68250.0,33633.0,0.0,5000.0,6243.5,112383.0,0.0
N00031204,2016,H0FL02110,Steve Southerland ,R,FL,FL02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5500.0
N00031226,2016,H0IN02190,Jackie Walorski ,R,IN,IN02,1442068.0,372400.0,67672.0,0.0,500.0,892.2004110996918,868111.0,879829.0
N00031227,2016,H0IN08114,Larry Bucshon ,R,IN,IN08,863405.0,111000.0,0.0,0.0,500.0,793.2461139896373,306193.0,636562.0
N00031233,2016,H0KY06104,Andy Barr ,R,KY,KY06,2263883.0,336300.0,32000.0,0.0,500.0,789.2002362669818,1336116.0,1108967.0
N00031241,2016,H0NM03045,Thomas E Mullins ,R,NM,NM03,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
N00031244,2016,S6NV00218,Joe Heck ,R,NV,NVS2,8902479.0,3192617.0,543371.0,344660.0,250.0,753.1666822736212,8043067.0,40050568.0
N00031253,2016,H0PA04220,Keith J Rothfus ,R,PA,PA12,1653938.0,60800.0,10000.0,0.0,500.0,896.1964573268921,1113076.0,615822.0
N00031263,2016,H0VA02118,Scott W Taylor ,R,VA,VA02,589977.0,90000.0,0.0,32645.0,500.0,815.1663366336634,411659.0,299963.0
N00031265,2016,H0VA05095,Robert Hurt ,R,VA,VA05,402827.0,45000.0,0.0,0.0,500.0,650.1824324324324,96227.0,329500.0
N00031295,2016,H4WA04088,Clint Didier ,R,WA,WA04,56526.0,5000.0,0.0,0.0,500.0,657.2790697674419,56526.0,5000.0
N00031297,2016,H0AR02107,Tim Griffin ,R,AR,AR02,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
N00031304,2016,S2FL00227,George S Lemieux ,R,FL,FLS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0
N00031317,2016,H0FL19080,Ted Deutch ,D,FL,FL22,1409472.0,130000.0,0.0,0.0,500.0,1095.2263210368894,1098512.0,411210.0
N00031327,2016,H0MA01040,Jeffery Paul Donnelly ,R,MA,MA01,4000.0,0.0,0.0,0.0,500.0,500.0,4000.0,0.0
N00031339,2016,H0PA14096,Joseph P Nolan ,R,PA,PA14,4250.0,0.0,0.0,0.0,625.0,625.0,1250.0,3000.0
N00031346,2016,H0TX30032,Charles Lingerfelt ,R,TX,TX30,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
N00031377,2016,H0ID01253,Raul Labrador ,R,ID,ID01,407918.0,40000.0,0.0,0.0,500.0,854.5814814814813,230737.0,212631.0
N00031381,2016,H0IL08108,William Fraser ,I,IL,IL08,1943.0,0.0,0.0,0.0,94.0,242.875,1943.0,0.0
N00031390,2016,H0MN01045,Jim Hagedorn ,R,MN,MN01,288866.0,10000.0,0.0,0.0,250.0,605.9396551724138,281156.0,15410.0
N00031401,2016,H0NY13074,Michael Grimm ,R,NY,NY11,0.0,0.0,0.0,0.0,-225.0,-225.0,-225.0,-3000.0
N00031412,2016,H0SC05031,Mick Mulvaney ,R,SC,SC05,1132599.0,70000.0,0.0,0.0,500.0,1053.8423153692615,527975.0,664924.0
N00031417,2016,H0TX23086,Will Hurd ,R,TX,TX23,3671582.0,624081.0,111968.0,19696.0,500.0,804.3928571428571,2139685.0,5166264.0
N00031423,2016,H0VA05111,James K McKelvey ,R,VA,VA05,7150.0,0.0,0.0,0.0,500.0,595.8333333333334,7150.0,0.0
N00031440,2016,H6AL05202,Will Boyd ,D,AL,AL05,37691.0,5000.0,0.0,0.0,250.0,459.4912280701754,26191.0,16500.0
N00031478,2016,H0GA08065,Angela Hicks ,R,GA,GA08,11350.0,13625.0,0.0,0.0,750.0,3212.5,44975.0,0.0
N00031502,2016,H0KS03137,Kevin Yoder ,R,KS,KS03,2823402.0,315400.0,12176.0,31009.0,1000.0,1412.4080629301868,1436419.0,2138494.0
N00031503,2016,H0LA03141,Jeff Landry ,R,LA,LA03,15500.0,15000.0,0.0,0.0,0.0,0.0,0.0,30500.0
N00031513,2016,H0NC02059,Renee Ellmers ,R,NC,NC02,1274278.0,251535.0,37215.0,69973.0,500.0,701.2932960893854,251063.0,2388455.0
N00031517,2016,H6NJ07169,David Larsen ,R,NJ,NJ07,20171.0,5400.0,0.0,0.0,300.0,401.38888888888886,21675.0,0.0
N00031527,2016,H0PA06118,Brian A Gordon ,D,PA,PA02,57075.0,0.0,0.0,0.0,250.0,533.411214953271,57075.0,0.0
N00031530,2016,H0PA08122,Dean Malik ,R,PA,PA08,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N00031538,2016,H0TN06240,Jim Tracy ,R,TN,TN04,0.0,0.0,0.0,0.0,-2400.0,-1850.0,-22200.0,-62.0
N00031539,2016,H0TN06257,Diane Black ,R,TN,TN06,1601985.0,420053.0,57400.0,0.0,500.0,894.2831389183458,843309.0,1094679.0
N00031545,2016,H0TX17104,Bill Flores ,R,TX,TX17,1531204.0,160000.0,0.0,0.0,500.0,993.2691622103388,557224.0,1107006.0
N00031546,2016,H0TX18219,Jarvis Johnson ,D,TX,TX18,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,14400.0
N00031557,2016,H0WA03161,Dennis Heck ,D,WA,WA10,1419567.0,160000.0,0.0,0.0,500.0,577.3121652639633,754547.0,803020.0
N00031559,2016,H6WA03234,Jaime Herrera Beutler ,R,WA,WA03,1047669.0,70000.0,0.0,0.0,200.0,483.0887784090909,680189.0,420480.0
N00031580,2016,H6PA02189,James Jones ,R,PA,PA02,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0
N00031593,2016,H0CA19173,Jeff Denham ,R,CA,CA10,2782040.0,550000.0,0.0,0.0,750.0,1069.3814783347493,1258662.0,2058178.0
N00031603,2016,H0DE01025,Rose Izzo ,R,DE,DE01,24000.0,0.0,0.0,0.0,2000.0,2000.0,24000.0,0.0
N00031606,2016,H0FL20070,Karen Harrington ,R,FL,FL23,0.0,0.0,0.0,0.0,-5000.0,-3967.666666666666,-11903.0,0.0
N00031625,2016,H0MS01050,Henry Ross ,R,MS,MS01,34061.0,8131.0,0.0,0.0,500.0,2532.725,101309.0,15883.0
N00031631,2016,H0NH01225,Richard E Ashooh ,R,NH,NH01,306300.0,5000.0,0.0,0.0,500.0,779.4952681388013,247100.0,36800.0
N00031647,2016,H4PA03117,Mike Kelly ,R,PA,PA03,1630600.0,145000.0,0.0,0.0,500.0,727.2011560693643,629029.0,1118812.0
N00031656,2016,H6TN08169,George S Flinn Jr ,R,TN,TN08,2711.0,5000.0,0.0,0.0,400.0,383.33333333333326,1150.0,358811.0
N00031672,2016,H0TX27061,Blake Farenthold ,R,TX,TX27,990073.0,80000.0,0.0,0.0,500.0,960.1886792452831,559790.0,500948.0
N00031678,2016,H0VA11077,Patrick S Herrity ,R,VA,VA11,1001.0,0.0,0.0,0.0,500.0,500.0,1000.0,1.0
N00031681,2016,H0WV01072,David McKinley ,R,WV,WV01,955960.0,225800.0,0.0,0.0,600.0,916.0,343500.0,799660.0
N00031685,2016,S0CT00177,Richard Blumenthal ,D,CT,CTS2,8058172.0,1762500.0,20400.0,0.0,500.0,852.8896749944728,7715240.0,1682365.0
N00031688,2016,S0ND00093,John Hoeven ,R,ND,NDS1,2284201.0,547186.0,0.0,0.0,500.0,859.9700748129677,1379392.0,1440648.0
N00031696,2016,S0UT00165,Mike Lee ,R,UT,UTS2,4101182.0,1904026.0,103627.0,209900.0,250.0,723.0448473282444,3788755.0,1370459.0
N00031715,2016,H0AR01109,Chad Causey ,D,AR,AR01,500.0,0.0,0.0,0.0,500.0,500.0,500.0,0.0
N00031741,2016,H0IN04170,Todd Rokita ,R,IN,IN04,1329952.0,128800.0,10400.0,0.0,1000.0,1163.6293333333333,872722.0,517145.0
N00031777,2016,H0PA10078,Tom Marino ,R,PA,PA10,937477.0,147400.0,0.0,0.0,500.0,772.225080385852,480324.0,557315.0
N00031782,2016,S4SC00240,Tim Scott ,R,SC,SCS1,5276532.0,811374.0,26785.0,0.0,500.0,997.163746416056,3130097.0,2928934.0
N00031820,2016,S0DE00092,Chris Coons ,D,DE,DES2,409342.0,64800.0,0.0,0.0,500.0,908.3644314868803,311569.0,144500.0
N00031857,2016,H0AR03055,Steve Womack ,R,AR,AR03,793938.0,80000.0,0.0,0.0,500.0,671.2080536912753,300030.0,557108.0
N00031877,2016,H0CA33117,Karen Bass ,D,CA,CA37,598680.0,75000.0,0.0,0.0,500.0,936.8571428571428,262320.0,379609.0
N00031891,2016,H0GA08081,Diane Vann ,R,GA,GA02,23569.0,0.0,0.0,0.0,715.0,1652.7857142857142,23139.0,430.0
N00031893,2016,H0GA13032,Mike Crane ,R,GA,GA03,594647.0,119699.0,41941.0,0.0,500.0,931.6372549019608,570162.0,936274.0
N00031931,2016,S4MA00234,Brian Herr ,R,MA,MAS2,2177.0,0.0,0.0,0.0,2177.0,2177.0,2177.0,0.0
N00031933,2016,H0MA10082,Bill Keating ,D,MA,MA09,1078835.0,165400.0,0.0,0.0,300.0,545.144416456759,649267.0,569133.0
N00031934,2016,H0MI01088,Dan Benishek ,R,MI,MI01,493644.0,115400.0,0.0,0.0,250.0,468.21926910299004,140934.0,329160.0
N00031938,2016,H0MI03126,Justin Amash ,R,MI,MI03,575433.0,15000.0,0.0,0.0,500.0,1065.9732824427479,558570.0,29863.0
N00031945,2016,H0MI13398,Hansen Clarke ,D,MI,MI14,4845.0,0.0,0.0,0.0,195.0,961.25,3845.0,1000.0
N00031958,2016,H0MS04120,Steven Palazzo ,R,MS,MS04,654263.0,115000.0,0.0,0.0,500.0,927.4793388429753,224450.0,528313.0
N00031988,2016,H0NJ03153,Jon Runyan ,R,NJ,NJ03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0
N00031998,2016,H0NY20095,Chris Gibson ,R,NY,NY19,7500.0,10000.0,0.0,0.0,0.0,0.0,0.0,6500.0
N00032006,2016,H0OR04081,Art Robinson ,R,OR,OR04,33998.0,0.0,0.0,0.0,300.0,618.3888888888888,33393.0,605.0
N00032019,2016,H0RI01073,David Cicilline ,D,RI,RI01,1372548.0,135800.0,0.0,0.0,250.0,476.45688888888884,1072028.0,415010.0
N00032022,2016,H0SD00054,Kristi Noem ,R,SD,SD01,1986262.0,278000.0,10800.0,0.0,250.0,523.1270426989984,992372.0,1139090.0
N00032029,2016,H0VA09055,Morgan Griffith ,R,VA,VA09,597873.0,185000.0,0.0,0.0,250.0,551.4963680387408,227768.0,548605.0
N00032063,2016,S0OR00238,Sam Carpenter ,R,OR,ORS2,13175.0,0.0,0.0,0.0,775.0,878.3333333333335,13175.0,0.0
N00032088,2016,H0OH06189,Bill Johnson ,R,OH,OH06,1486417.0,210000.0,0.0,0.0,1000.0,1088.2222222222224,568052.0,1064015.0
