cand_id,name,party,state,donoSetOne,donoSetTwo,donoSetThree,donoSetFour,median,mean,individual,pac
S2NM00088,Martin Heinrich,D,NM,1595133,97400,0,0,250,459.3314807,1157056,522350
H8FL00034,Annette Taddeo,D,FL,1758447,220265,11726,33828,100,336.0344828,1705375,259099
H8VA11062,Gerry Connolly,D,VA,1662851,200000,0,0,25,175.2074856,912831,914626
S8AK00090,Mark Bewitch,D,AK,366,0,0,0,-10,-226.7777778,-2041,366
H8FL25015,Joe Garcia,D,FL,1293208,180351,53463,52333,500,912.0488411,1101755,4831450
S2CA00740,Greg Conlon,R,CA,35250,0,0,0,1000,951.3888889,34250,1000
H8IN07259,Catherine Ping,R,IN,2800,0,0,0,225,350,2800,0
S0LA00162,Anthony John Gentile,L,LA,4000,0,0,0,0,0,0,4000
H8MO09153,Blaine Luetkemeyer,R,MO,1572450,356300,0,0,500,783.6222222,528945,1308605
H8OR05107,Kurt Schrader,D,OR,1781227,251600,10270,0,500,730.0952381,659276,1768316
H8TN07043,Thomas F Leatherwood,R,TN,43872,0,0,0,500,877.44,43872,0
H8GA09041,Jeff Scott,D,GA,7000,5000,0,0,0,0,0,12000
H8LA02054,Cedric Richmond,D,LA,1320014,155000,0,0,1000,1124.452555,462150,985464
H8NV03036,Dina Titus,D,NV,751294,155000,0,0,500,744.9761905,406757,485077
H8NY21203,Paul Tonko,D,NY,942850,100000,0,0,75,195.4170616,329864,702227
H8NY24066,Richard Hanna,R,NY,289850,50000,0,0,500,899.0384615,46750,243500
H8WA05110,Kurt Erickson,R,WA,650,0,0,0,0,0,0,650
H8WI02121,Peter Theron,R,WI,12511,0,0,0,200,290.9534884,12511,0
S4LA00107,Bill Cassidy,R,LA,911605,135000,0,0,250,781.6247113,676887,309365
H8MP00041,Gregorio Sablan,I,MP,40850,0,0,0,500,840.625,40350,500
H8OH11141,Marcia L Fudge,D,OH,606530,130000,0,0,500,678.1826923,70531,630680
H8WI03087,Kevin Barrett,L,WI,2500,0,0,0,0,0,0,2500
H4VA10113,Rob Wasinger,R,VA,0,0,12000,0,12000,12000,12000,0
H0IL05096,Mike Quigley,D,IL,886251,85000,0,0,500,813.848,406924,551461
H0CA32101,Judy Chu,D,CA,1089964,115000,0,0,500,916.7181604,777377,405287
H2TX33040,Roger Williams,R,TX,1569864,120800,0,0,1000,1141.175159,1074987,591427
S0CO00211,Michael F Bennet,D,CO,17193561,3248675,206590,53037,100,445.0453124,16225462,4940428
S0FL00338,Marco Rubio,R,FL,47376464,10483441,1714194,474121,100,358.5744507,43883417,63260288
S0PA00384,Peg Luksik,R,PA,500,0,0,0,0,0,0,500
H0AL07086,Terri A Sewell,D,AL,1455006,150400,0,0,500,724.7105263,330468,1239038
H0CA15171,S Joseph Simitian,D,CA,2150,0,0,0,700,375,1500,0
H0FL02086,Al Lawson,D,FL,242558,60000,0,0,250,516.251462,176558,124000
H0FL12101,Dennis Ross,R,FL,1084967,120000,0,0,500,695.1458886,262070,932397
H0FL17068,Frederica Wilson,D,FL,394041,125200,0,0,500,1015.533981,104600,389141
H0IL11052,Adam Kinzinger,R,IL,1471681,320000,0,0,500,731.2627014,590129,1163052
S6IN00191,Todd Young,R,IN,6596135,2566358,544686,135056,750,1057.754001,5882170,13048673
H0MI02094,Bill Huizenga,R,MI,1130974,130000,0,0,500,922.2389006,436219,804755
H0MO07113,Billy Long,R,MO,1257341,155000,0,0,1000,1161.725926,470499,921942
H0NY20079,Scott Murphy,D,NY,0,5000,0,0,0,0,0,0
H0WA08046,Suzan DelBene,D,WA,1934618,145400,0,0,50,200.36777,1150111,891915
H0CA10073,Mark Desaulnier,D,CA,621565,100000,0,0,250,430.3674569,399381,302484
H0CA03078,Ami Bera,D,CA,4149169,376512,42841,38042,50,225.7772807,2977325,4485126
H0CT02140,Daria Novak,R,CT,26900,5000,0,0,300,643.3902439,26379,5521
H0DE01017,John Carney,D,DE,278209,25000,0,0,300,464.1089109,46875,217434
H0KS01123,Tracey Robert Mann,R,KS,700,0,0,0,75,77.77777778,700,0
H0KS04051,Mike Pompeo,R,KS,1285132,170000,0,0,1000,1284.395631,529171,902211
H0SC03077,Jeff Duncan,R,SC,471764,70000,0,0,264,631.8170347,200286,332378
S0CO00229,Ryan Frazier,R,CO,199143,101290,42800,0,300,816.31875,261222,11
H0AL02087,Martha Roby,R,AL,1177422,180842,0,0,500,845.0765306,496905,2603676
H0AR01083,Rick Crawford,R,AR,577691,55000,0,0,500,680.2371429,238083,388608
H0AZ01259,Paul Gosar,R,AZ,644335,151955,0,121293,250,530.2191781,387060,679862
H6CA30185,Mark Reed,R,CA,7,0,0,0,0,0,0,7
S4CO00395,Cory Gardner,R,CO,566063,71084,0,15000,750,1069.438819,253457,459032
H0GA09030,Tom Graves,R,GA,1268180,85000,0,0,1000,1207.44843,538522,788334
H0NH01217,Frank Guinta,R,NH,1245350,246200,37425,0,500,989.1530303,652841,1555909
H0PA03198,Brian Lasher,R,PA,4000,0,0,0,0,0,0,4000
H0TN03254,Chuck Fleischmann,R,TN,1559399,65000,0,0,1000,1208.685857,965740,644059
S0AR00036,Curtis Coleman,R,AR,47680,11464,0,17971,500,1127.5,74415,0
S0CO00237,Kenneth R Buck,R,CO,675609,50200,0,0,250,634.3513514,399007,306185
S0KY00156,Rand Paul,R,KY,9696969,818279,34147,17188,50,235.8661302,9028012,8462389
H0PA12090,Timothy R Burns,R,PA,500,0,0,0,0,0,0,500
H0CA10149,John Garamendi,D,CA,996582,140000,0,0,500,629.6298343,455852,644128
H0FL06061,Michael F Yost,R,FL,500,0,0,0,0,0,0,500
H0NH02181,Ann Mclane Kuster,D,NH,3407875,284400,0,0,50,237.7980286,2460734,1164400
H0SC04257,Trey Gowdy,R,SC,915483,91600,10000,0,250,399.8716707,660588,334345
S0IN00095,Marlin Stutzman,R,IN,2602562,697555,97980,0,250,667.1631344,2392447,950067
H0AL05163,Mo Brooks,R,AL,417500,40000,0,0,1000,1131.422222,203656,252844
H0FL24049,Sandy Adams,R,FL,78946,10000,0,0,500,675.9259259,54750,32596
H0KS04077,Raj Goyle,D,KS,750,0,0,0,125,125,750,0
H0NY29054,Tom Reed,R,NY,2499510,516787,115467,35835,500,744.240404,1105197,2204499
H0TN04195,Scott Desjarlais,R,TN,535454,45000,0,0,800,1058.274933,392620,186834
H0VA02084,Scott Rigell,R,VA,628831,35400,0,0,1000,1008.759259,381311,167450
H0WI07051,Sean P Duffy,R,WI,1915065,302000,42209,0,250,622.1698739,937610,1305589
H0WI08075,Reid Ribble,R,WI,496049,100800,0,0,500,685.1415094,145250,347449
S0NH00235,Kelly Ayotte,R,NH,14797129,1548168,326435,343207,150,579.3286629,12032077,47329341
H0MO04086,Vicky Hartzler,R,MO,786779,70000,0,0,675,1042.303704,422133,418146
H0MS01043,Alan Nunnelee,R,MS,18200,0,0,0,2500,1577.777778,14200,-5750
H0NC04147,Frank Roche,R,NC,14404,0,0,0,250,516.16,12904,1000
H0NY04057,Frank Scaturro,R,NY,7210,0,0,0,250,363.3333333,4360,0
H0NY23081,Bill Owens,D,NY,1000,0,0,0,0,0,0,-1500
H0PA06076,Ryan Costello,R,PA,2138882,271271,25000,38290,500,825.0674157,954603,1573540
H0CA11337,Tony Amador,R,CA,60152,0,0,0,500,859.1857143,60143,9
H0IL10302,Bob Dold,R,IL,4758356,831267,94944,114081,500,1007.309767,3063229,5244639
H0IL14080,Randy Hultgren,R,IL,1009555,130000,0,0,500,735.6986301,268530,860525
S4NC00261,Tim D'Annunzio,R,NC,6465,0,0,0,1600,17274.75,138198,0
H0OH16097,Jim Renacci,R,OH,1828539,240400,0,0,500,909.2134831,647360,1389729
H0OH18077,Bob Gibbs,R,OH,795393,96600,0,0,1000,1043.518519,253575,609159
S4OK00232,James Lankford,R,OK,2495717,723000,54000,0,475,752.5978448,1746027,1214484
H0PA06084,Manan Trivedi,D,PA,2676,0,0,0,825,825,1650,1026
H0PA07082,Patrick Meehan,R,PA,2139129,225000,0,0,500,954.5196195,802751,1838519
H0PA18055,Daniel C Connolly,D,PA,2000,0,0,0,1000,1000,1000,1000
H0TN08246,Steve Fincher,R,TN,432860,85000,10000,0,500,829.6875,26550,458110
H0TX06065,David Cozad,D,TX,410,0,0,0,16,14.13793103,410,0
S0CO00286,Andrew Romanoff,D,CO,250,0,0,0,124.5,124.5,249,0
S0IA00119,Tom Fiegen,D,IA,35018,0,0,0,250,492.5492958,34971,0
H2NV04045,Danny Tarkanian,R,NV,1589825,442512,159477,100345,500,924.5279543,1455207,6238943
H2NV02395,Mark Amodei,R,NV,767510,65000,0,0,500,740.8067542,394850,388403
H0TX02072,David Wayne Smith,L,TX,2500,0,0,0,0,0,0,2500
H0CT05150,Mark Greenberg,R,CT,10500,68250,33633,0,5000,6243.5,112383,0
H0IN02190,Jackie Walorski,R,IN,1442068,372400,67672,0,500,892.2004111,868111,879829
H0IN08114,Larry Bucshon,R,IN,863405,111000,0,0,500,793.246114,306193,636562
H0KY06104,Andy Barr,R,KY,2263883,336300,32000,0,500,789.2002363,1336116,1108967
H0NM03045,Thomas E Mullins,R,NM,1000,0,0,0,0,0,0,1000
S6NV00218,Joe Heck,R,NV,8902479,3192617,543371,344660,250,753.1666823,8043067,40050568
H0PA04220,Keith J Rothfus,R,PA,1653938,60800,10000,0,500,896.1964573,1113076,615822
H0VA02118,Scott W Taylor,R,VA,589977,90000,0,32645,500,815.1663366,411659,299963
H0VA05095,Robert Hurt,R,VA,402827,45000,0,0,500,650.1824324,96227,329500
H4WA04088,Clint Didier,R,WA,56526,5000,0,0,500,657.2790698,56526,5000
H0AR02107,Tim Griffin,R,AR,1000,0,0,0,0,0,0,1000
H0FL19080,Ted Deutch,D,FL,1409472,130000,0,0,500,1095.226321,1098512,411210
H0MA01040,Jeffery Paul Donnelly,R,MA,4000,0,0,0,500,500,4000,0
H0PA14096,Joseph P Nolan,R,PA,4250,0,0,0,625,625,1250,3000
H0TX30032,Charles Lingerfelt,R,TX,4,0,0,0,0,0,0,4
H0ID01253,Raul Labrador,R,ID,407918,40000,0,0,500,854.5814815,230737,212631
H0IL08108,William Fraser,I,IL,1943,0,0,0,94,242.875,1943,0
H0MN01045,Jim Hagedorn,R,MN,288866,10000,0,0,250,605.9396552,281156,15410
H0SC05031,Mick Mulvaney,R,SC,1132599,70000,0,0,500,1053.842315,527975,664924
H0TX23086,Will Hurd,R,TX,3671582,624081,111968,19696,500,804.3928571,2139685,5166264
H0VA05111,James K McKelvey,R,VA,7150,0,0,0,500,595.8333333,7150,0
H6AL05202,Will Boyd,D,AL,37691,5000,0,0,250,459.4912281,26191,16500
H0GA08065,Angela Hicks,R,GA,11350,13625,0,0,750,3212.5,44975,0
H0KS03137,Kevin Yoder,R,KS,2823402,315400,12176,31009,1000,1412.408063,1436419,2138494
H0LA03141,Jeff Landry,R,LA,15500,15000,0,0,0,0,0,30500
H0NC02059,Renee Ellmers,R,NC,1274278,251535,37215,69973,500,701.2932961,251063,2388455
H6NJ07169,David Larsen,R,NJ,20171,5400,0,0,300,401.3888889,21675,0
H0PA06118,Brian A Gordon,D,PA,57075,0,0,0,250,533.411215,57075,0
H0PA08122,Dean Malik,R,PA,2000,0,0,0,0,0,0,0
H0TN06257,Diane Black,R,TN,1601985,420053,57400,0,500,894.2831389,843309,1094679
H0TX17104,Bill Flores,R,TX,1531204,160000,0,0,500,993.2691622,557224,1107006
H0TX18219,Jarvis Johnson,D,TX,14400,0,0,0,0,0,0,14400
H0WA03161,Dennis Heck,D,WA,1419567,160000,0,0,500,577.3121653,754547,803020
H6WA03234,Jaime Herrera Beutler,R,WA,1047669,70000,0,0,200,483.0887784,680189,420480
H6PA02189,James Jones,R,PA,1500,0,0,0,0,0,0,1500
H0CA19173,Jeff Denham,R,CA,2782040,550000,0,0,750,1069.381478,1258662,2058178
H0DE01025,Rose Izzo,R,DE,24000,0,0,0,2000,2000,24000,0
H0MS01050,Henry Ross,R,MS,34061,8131,0,0,500,2532.725,101309,15883
H0NH01225,Richard E Ashooh,R,NH,306300,5000,0,0,500,779.4952681,247100,36800
H4PA03117,Mike Kelly,R,PA,1630600,145000,0,0,500,727.2011561,629029,1118812
H6TN08169,George S Flinn Jr,R,TN,2711,5000,0,0,400,383.3333333,1150,358811
H0TX27061,Blake Farenthold,R,TX,990073,80000,0,0,500,960.1886792,559790,500948
H0VA11077,Patrick S Herrity,R,VA,1001,0,0,0,500,500,1000,1
H0WV01072,David McKinley,R,WV,955960,225800,0,0,600,916,343500,799660
S0CT00177,Richard Blumenthal,D,CT,8058172,1762500,20400,0,500,852.889675,7715240,1682365
S0ND00093,John Hoeven,R,ND,2284201,547186,0,0,500,859.9700748,1379392,1440648
S0UT00165,Mike Lee,R,UT,4101182,1904026,103627,209900,250,723.0448473,3788755,1370459
H0AR01109,Chad Causey,D,AR,500,0,0,0,500,500,500,0
H0IN04170,Todd Rokita,R,IN,1329952,128800,10400,0,1000,1163.629333,872722,517145
H0PA10078,Tom Marino,R,PA,937477,147400,0,0,500,772.2250804,480324,557315
S4SC00240,Tim Scott,R,SC,5276532,811374,26785,0,500,997.1637464,3130097,2928934
S0DE00092,Chris Coons,D,DE,409342,64800,0,0,500,908.3644315,311569,144500
H0AR03055,Steve Womack,R,AR,793938,80000,0,0,500,671.2080537,300030,557108
H0CA33117,Karen Bass,D,CA,598680,75000,0,0,500,936.8571429,262320,379609
H0GA08081,Diane Vann,R,GA,23569,0,0,0,715,1652.785714,23139,430
H0GA13032,Mike Crane,R,GA,594647,119699,41941,0,500,931.6372549,570162,936274
S4MA00234,Brian Herr,R,MA,2177,0,0,0,2177,2177,2177,0
H0MA10082,Bill Keating,D,MA,1078835,165400,0,0,300,545.1444165,649267,569133
H0MI01088,Dan Benishek,R,MI,493644,115400,0,0,250,468.2192691,140934,329160
H0MI03126,Justin Amash,R,MI,575433,15000,0,0,500,1065.973282,558570,29863
H0MI13398,Hansen Clarke,D,MI,4845,0,0,0,195,961.25,3845,1000
H0MS04120,Steven Palazzo,R,MS,654263,115000,0,0,500,927.4793388,224450,528313
H0NY20095,Chris Gibson,R,NY,7500,10000,0,0,0,0,0,6500
H0OR04081,Art Robinson,R,OR,33998,0,0,0,300,618.3888889,33393,605
H0RI01073,David Cicilline,D,RI,1372548,135800,0,0,250,476.4568889,1072028,415010
H0SD00054,Kristi Noem,R,SD,1986262,278000,10800,0,250,523.1270427,992372,1139090
H0VA09055,Morgan Griffith,R,VA,597873,185000,0,0,250,551.496368,227768,548605
S0OR00238,Sam Carpenter,R,OR,13175,0,0,0,775,878.3333333,13175,0
H0OH06189,Bill Johnson,R,OH,1486417,210000,0,0,1000,1088.222222,568052,1064015
H0CA00082,Anthony Portantino,D,CA,1877,0,0,0,626,625.6666667,1877,0
H0CA32325,"Edward ""Ed"" Schmerling ",R,CA,200,0,0,0,200,200,200,0
H0GA07125,Jody B Hice,R,GA,434729,30000,0,0,500,914.7724138,265284,194945
H0MI01104,Jason Allen,R,MI,332584,21630,0,0,500,915.9736842,313263,181551
H0MI03167,Louise E Johnson,R,MI,2500,0,0,0,0,0,0,2500
H6NV03105,Michele Fiore,R,NV,108872,20400,11500,19422,100,152.9254186,100472,292879
H0OK05155,Tom Guild,D,OK,9499,0,0,0,100,206.5,9499,0
H0GA07133,Rob Woodall,R,GA,585107,75400,0,0,500,864.2317073,212601,427806
H0FL05139,Richard Nugent,R,FL,46250,5000,0,0,750,718.75,5750,38250
H0GA04106,Victor Armendariz,R,GA,50,0,0,0,50,50,50,0
H0GA08099,Austin Scott,R,GA,869049,105000,0,0,500,846.3939394,307241,649808
H0GA13099,Chip Flanegan,R,GA,500,0,0,0,500,500,500,0
S0WI00197,Ron Johnson,R,WI,14007372,3111317,445563,56074,100,374.1150426,12285938,11859634
H2TN05263,John Smith,R,TN,8316,0,0,0,1250,1386,8316,0
S0AK00121,Joe Miller,R,AK,266581,0,10000,0,300,600.1206497,258652,17929
H0AZ04501,Joe Penalosa,I,AZ,0,8000,0,0,8000,8000,8000,0
H0MI13448,Heidi Peterson,L,MI,1000,0,0,0,0,0,0,1000
S0CO00344,Jason Andrew Napolitano,I,CO,1000,0,0,0,1000,1000,1000,0
S0KS00166,Patrick Wiesner,D,KS,11338,0,0,0,215,283.45,11338,0
H0LA02176,Eugene Green,D,LA,6500,0,0,0,0,0,0,6500
S0WV00090,Joe Manchin,D,WV,533231,60000,10000,0,875,943.4198473,123588,460273
H0LA02192,Gary Johnson,D,LA,8467,34370,32325,36993,0,0,0,112155
H0NY04107,Daniel P Maloney,R,NY,2500,0,0,0,0,0,0,2500
H0NJ10174,Robert Louis Toussaint,D,NJ,154,0,0,0,0,0,0,154
H2CA06259,Jared Huffman,D,CA,866170,60000,0,0,250,418.0581761,531770,368017
S2MT00096,Steven Daines,R,MT,432193,10000,10000,0,1000,1176.22488,245831,198862
S2TX00312,Ted Cruz,R,TX,54161173,10772199,4094254,765274,50,128.1088457,52076502,30968254
S6FL00319,Patrick Murphy,D,FL,12528897,1664064,365124,217238,100,458.8371519,11335113,32723118
H2IL10068,Brad Schneider,D,IL,4995104,463000,21600,54000,36,145.050931,4385905,2727695
H6IL04138,Andrew Straw,R,IL,3131,0,0,0,19,94.87878788,3131,0
H2MO02102,Ann L Wagner,R,MO,1735987,431300,64400,0,1000,1185.151515,782200,1200187
H2WI01084,Rob Zerban,D,WI,25,0,0,0,-933.5,-710.5,-2842,0
H4MA06108,Marisa Defranco,D,MA,600,0,0,0,200,200,200,400
S2OH00170,Josh Mandel,R,OH,901550,10000,0,0,2300,1565.996672,941164,13000
S2VA00142,Tim Kaine,D,VA,4675701,296000,0,0,1000,1132.87423,4413678,487679
S2VA00167,Earl W Jackson Sr,R,VA,2000,0,0,0,0,0,0,2000
H2CA00096,Mike Barkley,D,CA,2517,0,0,0,1258.5,1258.5,2517,0
H2CT05123,Dan Roberti,D,CT,5850,5000,12000,0,300,2550,17850,5000
H2CT05131,Elizabeth Esty,D,CT,1960002,150400,0,0,150,417.6758499,1425110,658310
H2FL06109,Ted Yoho,R,FL,722181,78200,0,0,500,892.496904,576553,188478
H2AZ01271,Wenona Benally Baldenegro,D,AZ,2669,0,0,0,2669,2669,2669,0
H2CT05172,Christopher G Donovan,D,CT,17800,0,0,0,250,306.6666667,13800,4000
H6IL08147,Raja Krishnamoorthi,D,IL,3123815,290400,0,0,250,568.8922804,2888835,489030
H2NJ07168,Jun Choi,D,NJ,1000,0,0,0,1000,1000,1000,0
S4OR00172,Mark Callahan,R,OR,9875,5000,0,0,250,384.68,9617,5258
S2MA00139,Setti Warren,D,MA,2180,0,0,0,0,0,0,2180
H0HI01165,Rafael Del Castillo,D,HI,0,20000,0,0,0,0,0,10000
H2CA00104,Alan Lowenthal,D,CA,685122,80200,0,0,300,640.3293413,320805,433490
H2CA35100,Isadore Hall,D,CA,1850535,417040,51713,0,1000,1314.124615,1708362,1202929
H2HI02508,Tulsi Gabbard,D,HI,1502099,196600,0,0,50,307.8681948,1181906,466939
S6MD03532,Dave Wallace,R,MD,6050,0,0,0,500,672.2222222,6050,0
H2OH02085,Brad Wenstrup,R,OH,977567,85000,0,0,300,712.0773481,644430,401278
H2TX35011,Joaquin Castro,D,TX,1045139,165000,0,0,250,534.5409505,528661,644587
H6FL19095,Dan Bongino,R,FL,178222,33500,11550,15000,250,313.9040767,130898,87174
H2AR04083,Tom Cotton,R,AR,739579,181000,0,0,250,652.9773707,605963,186700
H2CA02100,Stacey Lawson,D,CA,0,0,10632,0,55316,55316,110632,0
H2CA20094,David Valadao,R,CA,2273625,511907,0,0,500,851.1279945,1243498,1886399
H2CA23114,Christopher Mitchum,R,CA,15093,5200,10000,31528,5200,17897.23529,304253,0
H2CA28113,Tony Cardenas,D,CA,1768820,239048,24207,16800,556,1061.734164,1022450,989483
H2IL17071,Cheri Bustos,D,IL,3162732,341200,0,0,25,71.42010785,2013190,1348991
H2MI05119,Dan Kildee,D,MI,963302,135800,0,0,300,609.6348601,479173,596982
H2MN03062,Sharon Sund,D,MN,683,6500,0,0,3591.5,3591.5,7183,0
H2NC13110,George Holding,R,NC,2535645,332272,22418,0,500,819.2480053,1232149,1580363
H6NV04038,John Oceguera,D,NV,292453,5000,0,0,250,398.9311475,243348,5000
H2OK02083,Markwayne Mullin,R,OK,1380083,167400,0,0,1000,1115.758813,601394,907789
S2NE00094,Deb Fischer,R,NE,1003803,125000,0,0,350,620.6409214,458033,659870
S2TX00361,David H Dewhurst,R,TX,6612,18000,0,0,61000,83377.83333,2501335,-2500
H2FL08063,Val Demings,D,FL,1327309,215083,0,0,250,493.1063395,1205645,837994
H2AZ05132,Walter John Williamson,D,AZ,1038,0,0,0,504.5,504.5,1009,29
H2NC10082,Timothy Murphy,D,NC,3500,0,0,0,0,0,0,3500
H2OR01133,Suzanne Bonamici,D,OR,892948,90256,10862,0,250,391.5453737,440097,566509
P60012796,Elizabeth Warren,D,MA,2006808,110400,0,0,25,82.82006363,2004494,39613
H2IN05082,Susan Brooks,R,IN,1416650,280100,0,0,500,883.712297,761760,873640
H2CA15094,Eric Swalwell,D,CA,1772359,148650,0,0,100,381.9819979,1082155,797196
H2CA36439,Raul Ruiz,D,CA,3311526,339800,0,0,25,166.379529,2465911,1170689
H2FL20043,Joe Kaufman,R,FL,47314,5000,0,0,238,664.1866667,49814,2500
H2GA09150,Doug Collins,R,GA,1021202,132688,0,0,500,690.6953846,448952,705068
H6MD08556,Dan Bolling,D,MD,2600,0,0,0,2600,2600,2600,0
H2NC07096,David Rouzer,R,NC,1190471,146830,12220,0,500,822.9876543,533296,761629
H2NV00050,Ruben Kihuen,D,NV,1901964,328417,149233,72770,250,455.4929997,1529090,6617676
H2OK01143,James Bridenstine,R,OK,823165,69686,0,0,250,636.9211137,549026,332225
H2TX14149,Randy Weber,R,TX,585948,25000,0,0,500,1012.300261,387711,208173
H2TX16185,Beto O'Rourke,D,TX,363526,26200,0,0,150,458.1388518,343146,2500
H2TX23124,Pete Gallego,D,TX,1873596,275800,37819,17819,200,473.4839121,1486266,4686326
H2TX30079,Barbara Mallory Caraway,D,TX,30677,0,0,0,300,476.7894737,27177,3500
H2WI02124,Mark Pocan,D,WI,752387,198000,0,0,50,191.3620795,312877,613192
S2MD00388,Richard Douglas,R,MD,20564,0,0,0,500,502.0645161,15564,2500
H2IL01141,Frederick Collins,D,IL,0,20000,0,0,5000,5000,20000,0
H2CA52089,Scott Peters,D,CA,3505849,291450,0,0,25,125.2339247,2103429,1796073
H2GA10117,Stephen Simpson,R,GA,5612,0,0,0,500,500,500,5112
P60021359,Kerry Bentivolio,R,MI,14734,10000,0,0,2700,3357.142857,23500,234
H2NC08185,Richard Hudson,R,NC,1782954,266341,13610,0,500,836.3625,669090,1358965
H2NC11080,Mark R Meadows,R,NC,549904,109800,0,0,500,664.4458333,318934,341972
H2NV04011,Steven Horsford,D,NV,6017,0,0,0,1000,1000,1000,2208
H2NY10092,Hakeem Jeffries,D,NY,1481832,116600,0,0,500,860.5140905,1007662,565070
H2OR01190,Delinda Morgan,R,OR,250,0,0,0,250,250,250,0
H2SC00020,Andre Bauer,R,SC,1600,0,0,0,500,533.3333333,1600,0
H2TX35029,Susan Narvaiz,R,TX,107400,0,0,15000,500,1154.320388,118895,3505
H6WI08189,Frank Lasee,R,WI,290565,20973,0,0,500,630.9382716,255530,104308
H2GA12121,Richard W Allen,R,GA,972601,85000,12684,0,500,714.8060075,571130,485355
H2AZ04127,Paul Babeu,R,AZ,811652,279916,239791,90517,100,485.9127789,718665,3106903
H2CO00035,Perry Haney,D,CO,1000,0,0,0,1000,1000,1000,0
H2FL14152,Chauncey Goss,R,FL,334688,23200,0,53615,500,924.2157434,317006,184417
H2FL25042,Justin Sternad,D,FL,1,0,0,0,1,1,1,0
H2IA01055,Rod Blum,R,IA,1477393,367989,141920,124140,250,643.5932091,966677,2563622
H2MD04232,Glenn Ivey,D,MD,895118,50000,0,0,250,446.0105932,842068,58500
H2MD06153,Duchy Trachtenberg,D,MD,10500,0,0,0,2000,2100,10500,0
H2MI13113,Bert Johnson,D,MI,2750,0,0,0,1375,1375,2750,0
H2NY15109,Clyde Williams,D,NY,732197,6525,0,0,500,877.5744125,672222,4500
S2ND00099,Heidi Heitkamp,D,ND,998040,156900,20000,0,250,525.4898844,363639,743212
S2UT00187,William Currie Barron,I,UT,9800,0,0,0,400,816.6666667,9800,0
H2CA16100,Johnny Tacherra,R,CA,499934,10000,0,0,360,631.7628458,479508,29906
H4WV02080,Alex Mooney,R,WV,1079109,125000,0,0,250,615.079638,679663,513246
H2NC10090,Terry Bellamy,D,NC,1200,0,0,0,200,300,1200,0
H2PA15099,Rick Daugherty,D,PA,15368,5000,0,0,400,740.5714286,10368,10000
H2SC07066,Tom Rice,R,SC,1011809,90000,0,0,1000,965.6816038,409449,679460
H6TX01238,Shirley McKellar,D,TX,10335,0,0,0,250,482.6190476,10135,200
H2TX15047,Ruben Ramirez,D,TX,2000,0,0,0,1000,1000,1000,1000
H2TX33073,Marc Veasey,D,TX,1250674,145000,0,0,500,811.7780401,687576,681698
H2UT04023,Mia Love,R,UT,2920906,264490,51238,18588,50,140.1719831,1863166,1968767
H6AL04148,Phil Norris,R,AL,3500,0,0,0,3500,3500,3500,0
H2IN07096,J D Miniear,R,IN,550,0,0,0,275,275,550,0
H2MD06195,John K Delaney,D,MD,1440652,160000,0,0,1000,1420.245098,1014055,705041
H2ND00123,Shane Goettle,R,ND,1408,0,0,0,0,0,0,1408
H2ND00131,Kim A Koppelman,R,ND,109,0,0,0,54.5,54.5,109,0
H2OH03125,Joyce Beatty,D,OH,993821,163470,0,0,300,512.1486726,289364,844677
H2SC07108,Gloria Bromell-Tinubu,D,SC,1375,0,0,0,125,171.875,1375,-1000
S4TX00516,David Alameel,D,TX,5500,5000,30000,0,7500,8812.5,70500,0
H2TX27158,Denise Saenz Blanchard,D,TX,20,0,0,0,10,10,20,0
H2TX33099,Monte Mark Mitchell,R,TX,5297,0,0,0,54,330.875,5294,3
H2UT02324,Chris Stewart,R,UT,834709,70000,0,0,500,932.079235,341141,533657
H2VA11164,Joseph F Galdo,G,VA,235,0,0,0,11,18.07692308,235,0
H2AZ08078,Matt Heinz,D,AZ,1802678,185122,0,38110,250,378.1746667,1701786,958192
H2AZ08102,Martha McSally,R,AZ,4780651,405800,0,0,50,225.6116144,3585871,1493561
H2AZ09019,Kyrsten Sinema,D,AZ,4659931,646467,31200,0,250,409.1709673,3218948,1874038
H2AZ09035,Wendy Rogers,R,AZ,334377,82780,11250,19896,1000,1019.885932,268230,127323
H2CA02142,Doug LaMalfa,R,CA,655573,115000,0,19115,500,894.012285,363863,518632
H2CA31125,Pete Aguilar,D,CA,2956444,256600,22437,0,25,110.6241985,1984045,1144941
H2FL14194,Trey Radel,R,FL,2000,0,0,0,0,0,0,-500
H6GA14029,Allan Levene,R,GA,0,5220,0,0,5220,5220,5220,0
H2KY04121,Thomas Massie,R,KY,400201,67600,10000,0,500,1008.624224,324777,139181
H2MA04073,Joe Kennedy III,D,MA,3087796,205200,0,0,500,829.4365645,2327399,913554
H2MA09171,Sam Sutter,D,MA,921,0,0,0,460.5,460.5,921,0
H2MI14111,Brenda Lawrence,D,MI,716994,168412,0,0,300,722.9267782,345559,514445
H2NY09102,Rory Lancman,D,NY,84747,0,0,0,1000,1010.094595,74747,2000
H2PA04135,Scott Perry,R,PA,589708,40000,0,0,416,581.8967033,264763,362295
H2PA17079,Matt Cartwright,D,PA,839216,145400,0,0,250,554.5554404,535146,431951
H2SC07116,Randal Wallace,R,SC,5800,0,0,0,500,685.7142857,4800,1000
H2TN03144,Mary Margaret Headrick,D,TN,288,7615,0,0,3951.5,3951.5,7903,0
