cand_id,name,party,state,donoSetOne,donoSetTwo,donoSetThree,donoSetFour,median,mean,individual,pac
H6TX21012,Lamar Smith,R,TX,1309563,210800,0,0,500,982.6749271,674115,792348
H0NY18065,Jose E Serrano,D,NY,243520,75400,0,0,500,793.9814815,85750,204470
H2MD05155,Steny H Hoyer,D,MD,2451869,1230400,24985,15551,500,976.0438283,1091217,2598357
H6CA24048,Henry Waxman,D,CA,4786,11900,10000,0,471,471,471,20215
H6MD08291,Kumar Barve,D,MD,525417,10000,0,0,300,577.9021739,478503,41657
S6MD00140,Barbara A Mikulski,D,MD,110350,10000,0,0,250,-205.08,-35889,-78800
S6MD03177,Ben Cardin,D,MD,448282,25000,0,0,500,746.1935484,92528,373550
H6MD07160,Elijah E Cummings,D,MD,972878,176200,0,0,500,1014.426614,518372,597606
H8VA11039,Leslie L Byrne,D,VA,9700,0,0,0,0,0,0,9700
H0VA08040,Jim Moran,D,VA,26500,0,0,0,250,300,3000,19000
S6VA00093,Mark Warner,D,VA,1252457,174200,0,0,1000,1167.719048,980884,425900
H6VA01117,Bobby Scott,D,VA,528156,205000,0,0,250,541.7269373,146808,554847
H6WV04057,Nick Rahall,D,WV,3452,0,0,0,0,0,0,1952
S4WV00084,John R Raese,R,WV,77,0,0,0,0,0,0,77
S4NC00089,Richard Burr,R,NC,9983381,1852167,142910,46804,500,949.1486504,7419495,25325008
H6NC04037,David Price,D,NC,637858,110000,0,0,250,419.9968102,263338,469520
H6NC02080,Bob Etheridge,D,NC,500,0,0,0,0,0,0,500
H2NC01081,Walter B Jones Jr,R,NC,531552,67886,0,0,250,440.6601942,317716,241182
H2SC02042,James E Clyburn,D,SC,1649323,505000,0,0,100,255.8080877,373224,1754304
H4SC01073,Mark Sanford,R,SC,659235,50000,0,0,520,966.1582278,457959,251276
H4GA11053,Bob Barr,R,GA,2600,0,0,0,2600,2600,2600,0
H6GA05217,John Lewis,D,GA,786075,200000,0,0,500,762.9364407,360106,602269
S6GA00119,Johnny Isakson,R,GA,6945646,1059494,26298,37356,500,839.7998684,5106823,4906287
H2GA02031,Sanford Bishop,D,GA,906497,205000,0,0,500,959.957377,292787,802210
H2FL03056,Corrine Brown,D,FL,346179,115000,0,0,1000,1106.924731,102944,341400
H6WY01033,Richard Grayson,D,ID,60,0,0,0,0,0,0,60
H8FL06056,Cliff Stearns,R,FL,0,0,12858,0,12858,12858,12858,0
H2FL08055,John L Mica,R,FL,1282335,271663,23333,39960,500,737.4726688,688062,1716036
H0FL18025,Ileana Ros-Lehtinen,R,FL,1243426,240000,0,15540,500,1025.542393,882992,658774
H2FL23021,Alcee L Hastings,D,FL,662133,135000,0,0,500,910.6754967,412536,361847
H2FL14053,Lois J Frankel,D,FL,1522135,197400,0,0,50,470.9321306,1096330,568328
H6FL13205,Charlie Crist,D,FL,1508570,370582,73631,15000,500,1094.349127,1316502,1308367
H6AL04098,Robert B Aderholt,R,AL,1220180,165000,0,0,500,888.7599165,425716,935713
S6AL00195,Jeff Sessions,R,AL,108349,10000,0,0,500,734.9189189,27192,88157
H2TN06030,Marsha Blackburn,R,TN,1914903,186200,0,0,500,919.7307236,775333,1286395
H2TN05131,Jim Cooper,D,TN,548910,90200,0,0,500,638.3446712,281510,345500
H8TN02069,John J Duncan Jr,R,TN,327571,55400,0,0,500,624.0963855,103600,258871
H6TN09068,Steve Cohen,D,TN,543600,75000,0,0,500,822.3232323,162820,436780
S8MS00196,Roger Wicker,R,MS,278604,70000,0,0,775,1059.808219,77366,263238
H4MS02068,Bennie G Thompson,D,MS,825150,195000,0,0,500,791.576087,145650,862000
S8MS00055,Thad Cochran,R,MS,937634,145300,0,0,1000,1209.380567,597434,464500
S2KY00012,Mitch McConnell,R,KY,1196943,250000,0,0,1000,1088.685507,751193,649300
H4KY01040,Ed Whitfield,R,KY,73833,0,0,0,500,110.2459016,13450,0
H0KY05015,Hal Rogers,R,KY,1042457,290000,10000,0,800,965.3203343,346550,961907
H2OH09031,Marcy Kaptur,D,OH,651299,160400,0,0,250,502.9856802,210751,587131
S6OH00163,Sherrod Brown,D,OH,2748743,179200,10000,0,25,198.5414431,1997724,690109
H4OH19036,Steve LaTourette,R,OH,0,5000,0,0,0,0,0,4500
H8OH02041,Charles W Sanders,D,OH,6509,0,0,0,250,154.9761905,6509,0
H0OH08029,John Boehner,R,OH,4416818,57400,0,0,600,803.8602008,3041807,2661
S0OH00133,Rob Portman,R,OH,17429299,1745407,73059,141127,500,872.9523338,14120004,19931593
H8OH01043,Steve Chabot,R,OH,875420,110000,11700,0,500,823.6864865,457146,530474
H6OH06038,Ted Strickland,D,OH,9291419,1155775,407254,535278,50,243.1379461,8366863,33894621
S8IN00049,Evan Bayh,D,IN,2973812,615363,220607,111505,500,980.5606172,2669086,20744987
H8IN01096,Mark J Leyva,R,IN,149,0,0,0,149,149,149,0
H4IN01012,Pete Visclosky,D,IN,808907,190000,0,0,525,872.174359,340148,653159
S0IN00053,Dan Coats,R,IN,102950,10000,0,0,-2400,-1302.380952,-109400,-12600
S0IN00061,Baron Hill,D,IN,1290833,245800,0,0,250,493.8445685,1150164,339633
H2MI17023,Sander Levin,D,MI,978245,305000,0,0,500,692.4177632,210495,1054750
H6MI01028,John Conyers Jr,D,MI,400640,135446,0,0,50,300.328125,153768,371576
S8MI00281,Debbie Stabenow,D,MI,2338247,140400,10000,0,500,914.627248,1678341,781208
H6MI04113,Fred Upton,R,MI,2087661,935000,39396,38604,500,813.7817531,909808,2185803
S4IA00020,Tom Harkin,D,IA,1250,0,0,0,-1500,-1388.888889,-12500,1250
H4IA05102,Tom Latham,R,IA,5200,0,0,0,0,0,0,-2500
S0IA00101,Bob Krause,D,IA,5807,0,0,0,750,967.8333333,5807,0
H8WI09050,F James Sensenbrenner Jr,R,WI,332925,20000,0,0,500,775.3189189,143434,205991
H8WI01024,Paul Ryan,R,WI,18760055,1490562,30000,75000,100,448.5708598,16788213,3330148
S2WI00219,Tammy Baldwin,D,WI,1175333,75400,10000,0,25,124.180593,921420,309515
H6WI03099,Ron Kind,D,WI,1789963,335400,0,0,500,613.3872404,413423,1686640
H0WI06061,Tom Petri,R,WI,0,5000,0,0,0,0,0,2500
H8MN06047,John Kline,R,MN,548507,265600,20800,0,500,854.6988304,292307,318000
H2MN07014,Collin Peterson,D,MN,915994,205000,0,17500,500,599.2166667,143812,972582
S8SD00024,Larry Pressler,I,SD,1060,0,0,0,10,10,10,1050
S2SD00068,John Thune,R,SD,4296760,665000,10000,0,100,412.1921083,2465321,2450561
S4SD00056,Rick Weiland,D,SD,411,0,0,0,-1,15.19047619,319,0
H0ND01026,Kevin Cramer,R,ND,1076269,238200,0,0,500,730.3265306,429432,817687
H8IL08044,David McSweeney,R,IL,500,0,0,0,0,0,0,500
H6IL06117,Peter Roskam,R,IL,2438688,426400,12282,17330,300,697.8662921,1242202,1600593
H8IL09067,Jan Schakowsky,D,IL,1061973,135000,0,0,200,473.0035587,797484,378757
S6IL00185,Robert Marshall,D,IL,500,0,0,0,500,500,500,0
H2IL08039,Luis V Gutierrez,D,IL,372101,170000,0,0,500,839.3141762,219061,312974
H4IL07037,Danny K Davis,D,IL,471299,125000,0,0,400,515.373494,42776,529457
H2IL01042,Bobby L Rush,D,IL,500257,135000,0,0,2600,1823.473684,138584,482607
H8IL21021,Jerry F Costello,D,IL,6500,0,0,0,0,0,0,6500
H2IL20042,John M Shimkus,R,IL,2649700,489575,40000,16982,500,680.4882682,609037,2795967
S6IL00151,Dick Durbin,D,IL,754939,85000,0,0,100,290.767504,544026,234200
H0MO00019,Russ Carnahan,D,MO,1550,0,0,0,100,137.5,550,1000
S0MO00183,Roy Blunt,R,MO,9393367,2934802,314764,35328,500,943.8760432,6898790,15805136
S0KS00091,Jerry Moran,R,KS,2922509,907000,10800,0,500,721.4338843,1396696,2158129
S6KS00080,Pat Roberts,R,KS,431905,60000,0,0,500,771.2066116,93316,370389
H4NE02054,Brad Ashford,D,NE,2479099,301200,122218,232540,100,315.8880208,1455612,6081315
S6NE00095,Ben Nelson,D,NE,0,0,10000,0,-1000,-1415.625,-90600,10000
S0LA00071,David Duke,R,LA,74663,7045,0,0,500,624.2627119,73663,7045
S6LA00227,Mary L Landrieu,D,LA,8184,5685,0,0,-10,46.52380952,977,-16231
H0LA08017,Clyde C Holloway,R,LA,1500,12500,0,0,3250,3500,14000,0
H4OK06056,Frank D Lucas,R,OK,1031867,195000,0,0,500,730.8773784,345705,871162
S4OK00083,James M Inhofe,R,OK,365045,50000,0,0,500,827.2983425,149741,249304
H6OK03165,Evelyn Rogers,R,OK,1134,0,0,0,9.5,56.7,1134,0
H0TX04037,Ralph Hall,R,TX,2500,0,0,0,-2400,-2400,-4800,-15000
H4TX06117,Joe Barton,R,TX,1014413,185700,0,0,1000,1127.301746,452048,720115
H2TX03126,Pete Sessions,R,TX,1958069,435291,11270,0,1000,1277.493522,1084592,1319438
H6TX02079,Brian Babin,R,TX,1000616,76200,0,0,500,712.5725806,530154,532512
H4TX18054,Sheila Jackson Lee,D,TX,345220,80000,0,0,1000,1366.37037,184460,232260
H2TX29030,Gene Green,D,TX,1619034,309143,26696,17426,500,966.1053459,614443,1399764
H6TX08100,Kevin Brady,R,TX,3532557,1308051,78141,0,1000,1122.525436,1610824,3278234
S4TX00524,Steve Stockman,R,TX,99,0,0,0,99,99,99,0
H6TX08167,Andre Dean,R,TX,12140,0,0,0,415,534.047619,11215,925
H6TX15055,Ruben Hinojosa,D,TX,150600,20000,0,0,2600,2441.463415,100100,44500
H4TX10028,Lloyd Doggett,D,TX,817106,135000,0,0,500,774.9484808,586636,338470
H4TX13014,Mac Thornberry,R,TX,1554258,245000,0,0,500,690.394958,903727,874331
H6CO01141,Diana DeGette,D,CO,1166305,105000,0,0,500,736.4815321,538368,721886
S6WY00068,John A Barrasso,R,WY,698323,65000,0,0,612.5,1113.588757,376393,369430
S6WY00126,Mike Enzi,R,WY,93200,5000,0,0,1000,1260,25200,70500
H8ID02064,Mike Simpson,R,ID,849243,160000,0,0,500,780.1815385,253559,737684
S8ID00027,Mike Crapo,R,ID,4070273,820000,0,0,1000,1084.729024,2533927,2349646
H4AZ04024,Trent Franks,R,AZ,330290,30000,0,0,500,898.7583893,133915,221675
S6AZ00019,John McCain,R,AZ,7997938,3153846,150211,0,250,714.064528,7746172,4726654
H4AZ01038,Matt Salmon,R,AZ,348571,60000,0,0,500,775.4032922,188423,161918
H4AZ06045,David Schweikert,R,AZ,489623,85000,0,60000,500,791.345515,238195,419428
S8NM00184,Tom Udall,D,NM,731345,61200,0,0,25,179.5666248,571381,144000
S2NM00070,Greg Sowards,R,NM,601,9509,0,0,40000,37872.85714,265110,0
H2CA33048,Lucille Roybal-Allard,D,CA,546589,120000,0,0,1000,1008.217993,291375,362114
H4CA23011,Maxine Waters,D,CA,508021,185000,0,0,100,801.8609865,178815,516521
S2CA00286,Barbara Boxer,D,CA,500,0,0,0,-900,-986.9090909,-10856,-6000
H2CA43245,Mark A Takano,D,CA,1005797,135800,0,0,100,329.833196,800835,325078
S2CA00377,Mel Levine,D,CA,2000,0,0,0,0,0,0,2000
H8CA34068,Grace Napolitano,D,CA,603472,179764,0,0,500,655.120915,200467,556892
H8CA36097,Janice Hahn,D,CA,4539,0,0,0,500,352.8571429,2470,-4961
H8CA04152,Tom McClintock,R,CA,716206,20000,0,0,100,324.0121547,586462,132644
H2CA25036,Buck McKeon,R,CA,1000,5000,0,0,0,0,0,5000
H6CA24113,Brad Sherman,D,CA,1416016,185000,0,0,750,1023.822064,863082,721484
H8CA41063,Gary Miller,R,CA,2500,0,0,0,0,0,0,1500
H0CA48024,Darrell Issa,R,CA,2061753,437082,10000,33200,350,763.0857752,1432312,1396538
H2CA50026,Juan Vargas,D,CA,967233,156200,0,0,500,985.2823529,334996,816910
H6CA40234,Bob Conaway,D,CA,503,0,0,0,503,503,503,0
H6CA31142,Joe Baca,R,CA,28574,0,0,0,1000,968.0689655,28074,500
H2CA37023,Ken Calvert,R,CA,1226663,205000,0,0,1000,1146.167774,689993,731120
H8CA42061,Dana Rohrabacher,R,CA,777756,5000,0,0,500,1001.893056,721363,39843
H8CA22089,Lois Capps,D,CA,29473,0,0,0,287.5,146.875,1175,22323
H8CA20059,Devin Nunes,R,CA,1862873,450400,0,0,750,1083.072086,706163,1594910
H2CA25028,Phil Wyman,R,CA,5950,0,0,0,750,991.6666667,5950,0
H4CA17021,Sam Farr,D,CA,191610,15000,0,0,500,712.6136364,62710,121650
H8CA12098,Anna Eshoo,D,CA,1428942,172400,0,0,1000,1123.99022,919424,657691
H8CA05035,Nancy Pelosi,D,CA,2572607,620609,10108,0,25,69.67058271,1779108,1277138
